case,activity,startTime,user,issue_type,request_type,priority,assignee,security,project,ma
Case02-217,Resolved,2022-07-20 15:17:48.011,User_5,Request,ReqType_55,Low,Assignee_2,Security_10,Project_2,M
Case02-217,In Progress,2022-07-20 15:17:39.215,User_5,Request,ReqType_55,Low,Assignee_2,Security_10,Project_2,M
Case02-217,Waiting for approval,2022-07-20 09:22:53.151,User_5,Request,ReqType_55,Low,Assignee_2,Security_10,Project_2,M
Case02-217,In Progress,2022-07-20 09:20:52.586,User_5,Request,ReqType_55,Low,Assignee_2,Security_10,Project_2,M
Case02-217,Open,2022-07-20 08:59:42.958,User_417,Request,ReqType_55,Low,Assignee_2,Security_10,Project_2,M
Case02-218,Change in request type,2022-08-03 10:41:54.472,User_3,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case02-218,Change in request type,2022-08-03 10:41:20.757,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case02-218,Change in request type,2022-08-03 10:41:02.452,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case02-218,Change in request type,2022-08-03 10:40:55.097,User_16,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case02-218,Change in request type,2022-08-03 10:40:50.565,User_220,Incident,ReqType_4,Low,Assignee_5,Security_16,Project_1,M
Case02-218,Change in person assigned,2022-08-01 10:20:39.398,User_3,Incident,ReqType_4,Low,Assignee_5,Security_16,Project_1,M
Case02-218,First assigned,2022-07-21 07:13:41.201,User_14,Incident,ReqType_4,Low,Assignee_5,Security_16,Project_1,M
Case02-218,Closed,2022-08-08 07:43:31.727,User_3,Incident,ReqType_56,Low,Assignee_4,Security_1,Project_2,A
Case02-218,Waiting validation,2022-08-03 10:42:21.840,User_3,Incident,ReqType_56,Low,Assignee_4,Security_1,Project_2,A
Case02-218,Resolved,2022-08-03 10:42:19.726,User_12,Incident,ReqType_56,Low,Assignee_4,Security_1,Project_2,M
Case02-218,In Progress,2022-08-03 10:40:15.241,User_12,Incident,ReqType_56,Low,Assignee_4,Security_1,Project_2,M
Case02-218,Waiting for user,2022-07-21 09:12:36.096,User_169,Incident,ReqType_56,Low,Assignee_4,Security_1,Project_2,M
Case02-218,In Progress,2022-07-21 07:13:45.094,User_169,Incident,ReqType_56,Low,Assignee_4,Security_1,Project_2,M
Case02-218,Open,2022-07-20 12:16:51.719,User_52,Incident,ReqType_56,Low,Assignee_4,Security_1,Project_2,M
Case02-219,Change in request type,2022-08-18 09:30:13.420,User_39,Request,ReqType_13,Low,Assignee_1,Security_13,Project_1,M
Case02-219,First assigned,2022-07-20 12:29:53.532,User_16,Request,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case02-219,Closed,2022-07-29 10:00:14.965,User_473,Request,ReqType_7,Low,Assignee_2,Security_10,Project_2,M
Case02-219,Waiting validation,2022-07-29 09:53:17.128,User_3,Request,ReqType_7,Low,Assignee_2,Security_10,Project_2,A
Case02-219,Resolved,2022-07-29 09:53:14.759,User_5,Request,ReqType_7,Low,Assignee_2,Security_10,Project_2,M
Case02-219,In Progress,2022-07-26 10:52:36.218,User_5,Request,ReqType_7,Low,Assignee_2,Security_10,Project_2,M
Case02-219,Waiting for approval,2022-07-26 10:52:03.892,User_5,Request,ReqType_7,Low,Assignee_2,Security_10,Project_2,M
Case02-219,In Progress,2022-07-21 08:47:05.176,User_5,Request,ReqType_7,Low,Assignee_2,Security_10,Project_2,M
Case02-219,Open,2022-07-20 12:24:10.365,User_473,Request,ReqType_7,Low,Assignee_2,Security_10,Project_2,M
Case02-22,First assigned,2022-04-08 13:50:49.572,User_369,Request,ReqType_13,Medium,Assignee_1,Security_13,Project_1,M
Case02-22,Change in person assigned,2022-04-26 09:31:51.402,User_2,Request,ReqType_13,Medium,Assignee_1,Security_13,Project_1,M
Case02-22,Moved ticket,2022-04-08 11:27:47.615,User_2,Request,ReqType_13,Medium,Assignee_1,Security_13,Project_1,M
Case02-22,Closed,2022-05-31 17:12:07.548,User_52,Request,ReqType_4,Medium,Assignee_6,Security_1,Project_2,M
Case02-22,Waiting validation,2022-05-31 17:08:39.762,User_3,Request,ReqType_4,Medium,Assignee_6,Security_1,Project_2,A
Case02-22,Resolved,2022-05-31 17:08:37.424,User_37,Request,ReqType_4,Medium,Assignee_6,Security_1,Project_2,M
Case02-22,In Progress,2022-05-31 16:54:39.672,User_37,Request,ReqType_4,Medium,Assignee_6,Security_1,Project_2,M
Case02-22,Pending supplier,2022-04-08 10:22:44.768,User_52,Request,ReqType_4,Medium,Assignee_6,Security_1,Project_2,M
Case02-22,In Progress,2022-04-08 10:22:41.178,User_52,Request,ReqType_4,Medium,Assignee_6,Security_1,Project_2,M
Case02-22,Open,2022-04-08 10:07:23.550,User_52,Request,ReqType_4,Medium,Assignee_6,Security_1,Project_2,M
Case02-220,First assigned,2022-07-21 07:34:24.652,User_39,Incident,ReqType_13,Low,Assignee_1,Security_13,Project_1,M
Case02-220,Change in person assigned,2022-07-25 11:29:07.020,User_3,Incident,ReqType_13,Low,Assignee_1,Security_13,Project_1,M
Case02-220,Change in request type,2022-08-04 07:57:52.662,User_2,Incident,ReqType_13,Low,Assignee_1,Security_13,Project_1,M
Case02-220,Closed,2022-08-04 17:08:37.887,User_241,Incident,ReqType_51,Low,Assignee_4,Security_1,Project_2,M
Case02-220,Waiting validation,2022-08-04 07:58:14.227,User_3,Incident,ReqType_51,Low,Assignee_4,Security_1,Project_2,A
Case02-220,Resolved,2022-08-04 07:58:12.158,User_12,Incident,ReqType_51,Low,Assignee_4,Security_1,Project_2,M
Case02-220,In Progress,2022-08-04 07:56:18.834,User_12,Incident,ReqType_51,Low,Assignee_4,Security_1,Project_2,M
Case02-220,Waiting for user,2022-08-02 14:52:49.000,User_12,Incident,ReqType_51,Low,Assignee_4,Security_1,Project_2,M
Case02-220,In Progress,2022-08-02 14:52:45.574,User_12,Incident,ReqType_51,Low,Assignee_4,Security_1,Project_2,M
Case02-220,Waiting for user,2022-07-21 14:16:34.158,User_37,Incident,ReqType_51,Low,Assignee_4,Security_1,Project_2,M
Case02-220,In Progress,2022-07-21 07:34:28.918,User_37,Incident,ReqType_51,Low,Assignee_4,Security_1,Project_2,M
Case02-220,Open,2022-07-20 23:44:46.348,User_241,Incident,ReqType_51,Low,Assignee_4,Security_1,Project_2,M
Case02-222,First assigned,2022-07-21 14:18:50.484,User_2,Incident,ReqType_45,Medium,Assignee_1,Security_1,Project_1,M
Case02-222,Change in request type,2022-07-21 11:44:07.456,User_2,Incident,ReqType_45,Medium,Assignee_1,Security_1,Project_1,A
Case02-222,First priority,2022-07-21 11:44:06.523,User_354,Incident,ReqType_45,Medium,Assignee_1,Security_1,Project_1,A
Case02-222,Closed,2022-07-26 11:19:35.151,User_3,Incident,ReqType_55,Medium,Assignee_10,Security_1,Project_2,A
Case02-222,Waiting validation,2022-07-21 14:19:18.978,User_3,Incident,ReqType_55,Medium,Assignee_10,Security_1,Project_2,A
Case02-222,Resolved,2022-07-21 14:19:16.460,User_169,Incident,ReqType_55,Medium,Assignee_10,Security_1,Project_2,M
Case02-222,In Progress,2022-07-21 14:18:53.151,User_169,Incident,ReqType_55,Medium,Assignee_10,Security_1,Project_2,M
Case02-222,Open,2022-07-21 11:43:59.608,User_388,Incident,ReqType_55,Medium,Assignee_10,Security_1,Project_2,M
Case02-223,First assigned,2022-07-22 07:26:22.250,User_16,Incident,ReqType_4,Medium,Assignee_5,Security_8,Project_1,M
Case02-223,Change in request type,2022-07-21 11:44:13.755,User_354,Incident,ReqType_45,Medium,Assignee_1,Security_1,Project_1,A
Case02-223,First priority,2022-07-21 11:44:12.858,User_3,Incident,ReqType_45,Medium,Assignee_1,Security_1,Project_1,A
Case02-223,Closed,2022-07-26 17:14:37.257,User_3,Incident,ReqType_55,Medium,Assignee_10,Security_1,Project_2,A
Case02-223,Waiting validation,2022-07-22 08:13:45.064,User_3,Incident,ReqType_55,Medium,Assignee_10,Security_1,Project_2,A
Case02-223,Resolved,2022-07-22 08:13:41.992,User_169,Incident,ReqType_55,Medium,Assignee_10,Security_1,Project_2,M
Case02-223,In Progress,2022-07-22 07:26:24.946,User_169,Incident,ReqType_55,Medium,Assignee_10,Security_1,Project_2,M
Case02-223,Open,2022-07-21 11:44:06.719,User_388,Incident,ReqType_55,Medium,Assignee_10,Security_1,Project_2,M
Case02-226,First priority,2022-07-21 11:52:46.376,User_3,Incident,ReqType_4,High,Assignee_5,Security_8,Project_1,A
Case02-226,Change in request type,2022-07-21 11:52:48.966,User_14,Incident,ReqType_4,High,Assignee_5,Security_8,Project_1,A
Case02-226,First assigned,2022-07-21 15:18:24.380,User_14,Incident,ReqType_4,High,Assignee_5,Security_8,Project_1,M
Case02-226,Closed,2022-07-21 15:19:16.398,User_5,Incident,ReqType_55,High,Assignee_2,Security_1,Project_2,M
Case02-226,Waiting validation,2022-07-21 15:19:05.523,User_3,Incident,ReqType_55,High,Assignee_2,Security_1,Project_2,A
Case02-226,Resolved,2022-07-21 15:19:03.444,User_5,Incident,ReqType_55,High,Assignee_2,Security_1,Project_2,M
Case02-226,In Progress,2022-07-21 15:19:02.241,User_5,Incident,ReqType_55,High,Assignee_2,Security_1,Project_2,M
Case02-226,Waiting for user,2022-07-21 15:19:00.912,User_5,Incident,ReqType_55,High,Assignee_2,Security_1,Project_2,M
Case02-226,In Progress,2022-07-21 15:18:57.999,User_5,Incident,ReqType_55,High,Assignee_2,Security_1,Project_2,M
Case02-226,Open,2022-07-21 11:52:43.784,User_476,Incident,ReqType_55,High,Assignee_2,Security_1,Project_2,M
Case02-227,First assigned,2022-07-21 12:36:16.728,User_360,Incident,ReqType_4,Low,Assignee_10,Security_10,Project_2,M
Case02-227,Change in request type,2022-07-21 11:52:49.402,User_16,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,A
Case02-227,Closed,2022-07-26 09:38:30.391,User_3,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,A
Case02-227,Waiting validation,2022-07-21 12:37:59.600,User_3,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,A
Case02-227,Resolved,2022-07-21 12:37:56.836,User_169,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,M
Case02-227,In Progress,2022-07-21 12:36:18.889,User_169,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,M
Case02-227,Open,2022-07-21 11:52:44.460,User_476,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,M
Case02-228,First assigned,2022-07-21 12:26:14.989,User_169,Incident,ReqType_4,Low,Assignee_10,Security_10,Project_2,M
Case02-228,Change in request type,2022-07-21 11:52:49.910,User_37,Incident,ReqType_4,Low,Assignee_10,Security_10,Project_2,A
Case02-228,Closed,2022-07-26 09:40:24.141,User_3,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,A
Case02-228,Waiting validation,2022-07-21 12:39:10.044,User_3,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,A
Case02-228,Resolved,2022-07-21 12:39:08.152,User_169,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,M
Case02-228,In Progress,2022-07-21 12:26:11.538,User_169,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,M
Case02-228,Open,2022-07-21 11:52:45.233,User_476,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,M
Case02-229,First assigned,2022-07-21 13:54:23.190,User_360,Incident,ReqType_4,Low,Assignee_10,Security_10,Project_2,M
Case02-229,Change in request type,2022-07-21 12:20:47.246,User_3,Incident,ReqType_4,Low,Assignee_10,Security_10,Project_2,A
Case02-229,Closed,2022-07-21 13:57:02.138,User_5,Incident,ReqType_55,Low,Assignee_2,Security_1,Project_2,M
Case02-229,Waiting validation,2022-07-21 13:56:42.296,User_3,Incident,ReqType_55,Low,Assignee_2,Security_1,Project_2,A
Case02-229,Resolved,2022-07-21 13:56:40.176,User_5,Incident,ReqType_55,Low,Assignee_2,Security_1,Project_2,M
Case02-229,In Progress,2022-07-21 13:54:31.181,User_5,Incident,ReqType_55,Low,Assignee_2,Security_1,Project_2,M
Case02-229,Open,2022-07-21 12:20:42.723,User_476,Incident,ReqType_55,Low,Assignee_2,Security_1,Project_2,M
Case02-23,First assigned,2022-04-11 12:44:07.860,User_324,Query,ReqType_45,Medium,Assignee_5,Security_8,Project_1,M
Case02-23,In Progress,2022-04-13 17:22:06.229,User_12,Query,ReqType_4,Medium,Assignee_4,Security_1,Project_2,M
Case02-23,Open,2022-04-08 12:16:57.415,User_54,Query,ReqType_4,Medium,Assignee_4,Security_1,Project_2,M
Case02-230,First assigned,2022-07-21 13:25:09.842,User_14,Incident,ReqType_45,Low,Assignee_5,Security_8,Project_1,M
Case02-230,Closed,2022-07-26 10:26:34.819,User_3,Incident,ReqType_28,Low,Assignee_10,Security_1,Project_2,A
Case02-230,Waiting validation,2022-07-21 13:25:56.118,User_3,Incident,ReqType_28,Low,Assignee_10,Security_1,Project_2,A
Case02-230,Resolved,2022-07-21 13:25:54.153,User_169,Incident,ReqType_28,Low,Assignee_10,Security_1,Project_2,M
Case02-230,In Progress,2022-07-21 13:25:12.462,User_169,Incident,ReqType_28,Low,Assignee_10,Security_1,Project_2,M
Case02-230,Open,2022-07-21 13:05:45.359,User_388,Incident,ReqType_28,Low,Assignee_10,Security_1,Project_2,M
Case02-231,First priority,2022-07-21 15:06:52.148,User_14,Incident,ReqType_10,Medium,Assignee_5,Security_8,Project_1,A
Case02-231,Change in request type,2022-07-21 15:06:53.018,User_370,Incident,ReqType_10,Medium,Assignee_5,Security_8,Project_1,A
Case02-231,Change in request type,2022-07-21 15:06:55.913,User_6,Incident,ReqType_45,Medium,Assignee_5,Security_8,Project_1,A
Case02-231,First assigned,2022-07-21 15:26:19.717,User_3,Incident,ReqType_45,Medium,Assignee_5,Security_8,Project_1,M
Case02-231,Change in request type,2022-07-21 15:06:50.374,User_14,Incident,ReqType_45,Medium,Assignee_5,Security_8,Project_1,A
Case02-231,Closed,2022-07-26 12:27:36.919,User_3,Incident,ReqType_57,Medium,Assignee_2,Security_1,Project_2,A
Case02-231,Waiting validation,2022-07-21 15:26:40.709,User_3,Incident,ReqType_57,Medium,Assignee_2,Security_1,Project_2,A
Case02-231,Resolved,2022-07-21 15:26:38.217,User_5,Incident,ReqType_57,Medium,Assignee_2,Security_1,Project_2,M
Case02-231,In Progress,2022-07-21 15:26:24.993,User_5,Incident,ReqType_57,Medium,Assignee_2,Security_1,Project_2,M
Case02-231,Open,2022-07-21 15:06:44.972,User_388,Incident,ReqType_57,Medium,Assignee_2,Security_1,Project_2,M
Case02-232,Change in request type,2022-07-21 22:51:46.909,User_3,Incident,ReqType_10,Low,Assignee_5,Security_8,Project_1,A
Case02-232,First assigned,2022-07-22 08:20:40.511,User_14,Incident,ReqType_10,Low,Assignee_5,Security_8,Project_1,M
Case02-232,Closed,2022-07-22 15:41:21.845,User_3,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,A
Case02-232,Waiting validation,2022-07-22 15:41:19.674,User_3,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,A
Case02-232,Resolved,2022-07-22 15:41:17.207,User_169,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,M
Case02-232,In Progress,2022-07-22 15:41:04.109,User_169,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,M
Case02-232,Waiting for user,2022-07-22 13:27:25.721,User_169,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,M
Case02-232,In Progress,2022-07-22 08:20:42.962,User_169,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,M
Case02-232,Open,2022-07-21 22:51:42.353,User_476,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,M
Case02-233,Change in request type,2022-08-03 07:30:59.787,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case02-233,First assigned,2022-07-22 09:03:39.930,User_371,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case02-233,Change in person assigned,2022-08-01 10:17:21.432,User_6,Incident,ReqType_10,Low,Assignee_5,Security_8,Project_1,M
Case02-233,Closed,2022-08-03 16:37:03.090,User_241,Incident,ReqType_51,Low,Assignee_4,Security_1,Project_2,M
Case02-233,Waiting validation,2022-08-03 07:31:33.317,User_3,Incident,ReqType_51,Low,Assignee_4,Security_1,Project_2,A
Case02-233,Resolved,2022-08-03 07:31:27.609,User_12,Incident,ReqType_51,Low,Assignee_4,Security_1,Project_2,M
Case02-233,In Progress,2022-08-03 07:28:57.804,User_12,Incident,ReqType_51,Low,Assignee_4,Security_1,Project_2,M
Case02-233,Waiting for user,2022-08-02 14:53:05.911,User_12,Incident,ReqType_51,Low,Assignee_4,Security_1,Project_2,M
Case02-233,In Progress,2022-08-02 14:40:03.485,User_12,Incident,ReqType_51,Low,Assignee_4,Security_1,Project_2,M
Case02-233,Waiting for user,2022-08-01 10:16:00.920,User_169,Incident,ReqType_51,Low,Assignee_4,Security_1,Project_2,M
Case02-233,In Progress,2022-08-01 10:15:48.195,User_169,Incident,ReqType_51,Low,Assignee_4,Security_1,Project_2,M
Case02-233,Waiting for user,2022-07-29 07:53:55.165,User_169,Incident,ReqType_51,Low,Assignee_4,Security_1,Project_2,M
Case02-233,In Progress,2022-07-29 07:53:20.147,User_169,Incident,ReqType_51,Low,Assignee_4,Security_1,Project_2,M
Case02-233,Waiting for user,2022-07-22 09:11:18.844,User_169,Incident,ReqType_51,Low,Assignee_4,Security_1,Project_2,M
Case02-233,In Progress,2022-07-22 09:03:43.651,User_169,Incident,ReqType_51,Low,Assignee_4,Security_1,Project_2,M
Case02-233,Open,2022-07-21 23:09:06.397,User_241,Incident,ReqType_51,Low,Assignee_4,Security_1,Project_2,M
Case02-234,Change in request type,2022-07-22 09:29:40.157,User_14,Incident,ReqType_4,Medium,Assignee_5,Security_8,Project_1,A
Case02-234,First assigned,2022-07-22 13:26:07.419,User_14,Incident,ReqType_4,Medium,Assignee_5,Security_8,Project_1,M
Case02-234,First priority,2022-07-22 09:29:39.104,User_14,Incident,ReqType_4,Medium,Assignee_5,Security_8,Project_1,A
Case02-234,Closed,2022-07-22 15:41:04.938,User_3,Incident,ReqType_55,Medium,Assignee_10,Security_1,Project_2,A
Case02-234,Waiting validation,2022-07-22 15:40:49.779,User_3,Incident,ReqType_55,Medium,Assignee_10,Security_1,Project_2,A
Case02-234,Resolved,2022-07-22 15:40:47.422,User_169,Incident,ReqType_55,Medium,Assignee_10,Security_1,Project_2,M
Case02-234,In Progress,2022-07-22 15:40:45.562,User_169,Incident,ReqType_55,Medium,Assignee_10,Security_1,Project_2,M
Case02-234,Waiting for user,2022-07-22 13:26:47.348,User_169,Incident,ReqType_55,Medium,Assignee_10,Security_1,Project_2,M
Case02-234,In Progress,2022-07-22 13:26:09.826,User_169,Incident,ReqType_55,Medium,Assignee_10,Security_1,Project_2,M
Case02-234,Open,2022-07-22 09:29:31.464,User_388,Incident,ReqType_55,Medium,Assignee_10,Security_1,Project_2,M
Case02-235,First assigned,2022-07-26 08:51:51.204,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case02-235,Moved ticket,2022-07-22 10:34:06.334,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case02-235,Closed,2022-07-28 17:52:32.499,User_3,Incident,ReqType_4,Low,Assignee_2,Security_18,Project_2,A
Case02-235,Waiting validation,2022-07-26 08:52:04.858,User_3,Incident,ReqType_4,Low,Assignee_2,Security_18,Project_2,A
Case02-235,Resolved,2022-07-26 08:52:02.822,User_5,Incident,ReqType_4,Low,Assignee_2,Security_18,Project_2,M
Case02-235,In Progress,2022-07-26 08:51:49.445,User_5,Incident,ReqType_4,Low,Assignee_2,Security_18,Project_2,M
Case02-235,Open,2022-07-22 10:10:26.006,User_15,Incident,ReqType_4,Low,Assignee_2,Security_18,Project_2,M
Case02-236,Change in request type,2022-07-22 10:37:34.389,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,A
Case02-236,First assigned,2022-07-22 13:24:33.023,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case02-236,Closed,2022-07-22 13:25:25.861,User_3,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,A
Case02-236,Waiting validation,2022-07-22 13:25:23.866,User_3,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,A
Case02-236,Resolved,2022-07-22 13:25:21.814,User_169,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,M
Case02-236,In Progress,2022-07-22 13:24:35.654,User_169,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,M
Case02-236,Open,2022-07-22 10:37:28.596,User_476,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,M
Case02-237,Change in person assigned,2022-08-01 10:12:38.118,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case02-237,First assigned,2022-07-26 11:05:20.545,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case02-237,Closed,2022-08-05 09:14:08.240,User_3,Incident,ReqType_28,Low,Assignee_2,Security_1,Project_2,A
Case02-237,Waiting validation,2022-08-05 09:14:05.912,User_3,Incident,ReqType_28,Low,Assignee_2,Security_1,Project_2,A
Case02-237,Resolved,2022-08-05 09:14:03.442,User_5,Incident,ReqType_28,Low,Assignee_2,Security_1,Project_2,M
Case02-237,In Progress,2022-08-05 09:14:01.010,User_5,Incident,ReqType_28,Low,Assignee_2,Security_1,Project_2,M
Case02-237,Waiting for user,2022-07-29 08:13:03.164,User_169,Incident,ReqType_28,Low,Assignee_2,Security_1,Project_2,M
Case02-237,In Progress,2022-07-29 08:09:38.198,User_169,Incident,ReqType_28,Low,Assignee_2,Security_1,Project_2,M
Case02-237,Waiting for user,2022-07-26 11:05:31.107,User_169,Incident,ReqType_28,Low,Assignee_2,Security_1,Project_2,M
Case02-237,In Progress,2022-07-26 11:05:23.732,User_169,Incident,ReqType_28,Low,Assignee_2,Security_1,Project_2,M
Case02-237,Open,2022-07-22 12:29:31.033,User_388,Incident,ReqType_28,Low,Assignee_2,Security_1,Project_2,M
Case02-238,First assigned,2022-07-25 13:55:10.859,User_371,Incident,ReqType_4,Medium,Assignee_5,Security_8,Project_1,M
Case02-238,Change in request type,2022-07-22 13:48:40.964,User_3,Incident,ReqType_4,Medium,Assignee_5,Security_8,Project_1,A
Case02-238,Change in request type,2022-07-22 13:48:38.805,User_14,Incident,ReqType_4,Medium,Assignee_5,Security_8,Project_1,A
Case02-238,First priority,2022-07-22 13:48:37.923,User_3,Incident,ReqType_4,Medium,Assignee_5,Security_8,Project_1,A
Case02-238,Change in request type,2022-07-22 13:48:36.538,User_3,Incident,ReqType_4,Medium,Assignee_5,Security_8,Project_1,A
Case02-238,Closed,2022-07-29 10:16:11.974,User_3,Incident,ReqType_57,Medium,Assignee_2,Security_1,Project_2,A
Case02-238,Waiting validation,2022-07-29 10:16:09.552,User_3,Incident,ReqType_57,Medium,Assignee_2,Security_1,Project_2,A
Case02-238,Resolved,2022-07-29 10:16:07.276,User_5,Incident,ReqType_57,Medium,Assignee_2,Security_1,Project_2,M
Case02-238,In Progress,2022-07-29 10:16:06.096,User_5,Incident,ReqType_57,Medium,Assignee_2,Security_1,Project_2,M
Case02-238,Waiting for user,2022-07-29 10:16:04.982,User_5,Incident,ReqType_57,Medium,Assignee_2,Security_1,Project_2,M
Case02-238,In Progress,2022-07-29 10:15:53.297,User_5,Incident,ReqType_57,Medium,Assignee_2,Security_1,Project_2,M
Case02-238,Waiting for user,2022-07-27 08:52:39.621,User_5,Incident,ReqType_57,Medium,Assignee_2,Security_1,Project_2,M
Case02-238,In Progress,2022-07-25 13:55:15.616,User_5,Incident,ReqType_57,Medium,Assignee_2,Security_1,Project_2,M
Case02-238,Open,2022-07-22 13:48:30.978,User_388,Incident,ReqType_57,Medium,Assignee_2,Security_1,Project_2,M
Case02-239,First assigned,2022-07-25 12:52:40.024,User_37,Incident,ReqType_7,Low,Assignee_6,Security_10,Project_2,M
Case02-239,Change in request type,2022-07-22 14:15:43.594,User_360,Incident,ReqType_7,Low,Assignee_6,Security_10,Project_2,A
Case02-239,Closed,2022-07-28 07:52:39.549,User_3,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,A
Case02-239,Waiting validation,2022-07-28 07:52:37.736,User_3,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,A
Case02-239,Resolved,2022-07-28 07:52:35.329,User_169,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,M
Case02-239,In Progress,2022-07-28 07:52:25.085,User_169,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,M
Case02-239,Waiting for user,2022-07-25 13:10:22.979,User_169,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,M
Case02-239,In Progress,2022-07-25 12:52:42.277,User_169,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,M
Case02-239,Open,2022-07-22 14:15:39.215,User_476,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,M
Case02-24,First assigned,2022-04-11 16:15:09.451,User_37,Query,ReqType_7,Medium,Assignee_6,Security_10,Project_2,M
Case02-24,In Progress,2022-04-11 16:17:33.304,User_12,Query,ReqType_15,Medium,Assignee_4,Security_6,Project_2,M
Case02-24,Open,2022-04-11 09:59:55.534,User_11,Query,ReqType_15,Medium,Assignee_4,Security_6,Project_2,M
Case02-240,First assigned,2022-07-25 13:52:04.951,User_98,Incident,ReqType_4,Medium,Assignee_5,Security_15,Project_1,M
Case02-240,Change in request type,2022-07-22 14:40:49.463,User_360,Incident,ReqType_7,Medium,Assignee_6,Security_10,Project_2,A
Case02-240,First priority,2022-07-22 14:40:48.541,User_3,Incident,ReqType_7,Medium,Assignee_6,Security_10,Project_2,A
Case02-240,Closed,2022-07-25 15:02:19.202,User_3,Incident,ReqType_55,Medium,Assignee_2,Security_1,Project_2,A
Case02-240,Waiting validation,2022-07-25 15:02:17.065,User_3,Incident,ReqType_55,Medium,Assignee_2,Security_1,Project_2,A
Case02-240,Resolved,2022-07-25 15:02:14.625,User_5,Incident,ReqType_55,Medium,Assignee_2,Security_1,Project_2,M
Case02-240,In Progress,2022-07-25 15:02:08.712,User_5,Incident,ReqType_55,Medium,Assignee_2,Security_1,Project_2,M
Case02-240,Open,2022-07-22 14:40:40.696,User_388,Incident,ReqType_55,Medium,Assignee_2,Security_1,Project_2,M
Case02-241,First assigned,2022-07-26 11:03:52.068,User_14,Incident,ReqType_4,Low,Assignee_5,Security_15,Project_1,M
Case02-241,Closed,2022-07-28 07:52:08.936,User_3,Incident,ReqType_28,Low,Assignee_10,Security_1,Project_2,A
Case02-241,Waiting validation,2022-07-28 07:52:06.805,User_3,Incident,ReqType_28,Low,Assignee_10,Security_1,Project_2,A
Case02-241,Resolved,2022-07-28 07:52:04.779,User_169,Incident,ReqType_28,Low,Assignee_10,Security_1,Project_2,M
Case02-241,In Progress,2022-07-26 11:03:54.610,User_169,Incident,ReqType_28,Low,Assignee_10,Security_1,Project_2,M
Case02-241,Open,2022-07-22 15:40:40.654,User_388,Incident,ReqType_28,Low,Assignee_10,Security_1,Project_2,M
Case02-242,Change in request type,2022-07-22 16:32:33.039,User_14,Incident,ReqType_4,Low,Assignee_5,Security_15,Project_1,A
Case02-242,First assigned,2022-07-25 12:53:05.127,User_14,Incident,ReqType_4,Low,Assignee_5,Security_15,Project_1,M
Case02-242,Closed,2022-07-28 07:51:31.641,User_3,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,A
Case02-242,Waiting validation,2022-07-28 07:51:29.515,User_3,Incident,ReqType_55,Low,Assignee_10,Security_1,Project_2,A
